12.2000	-2.50000E-4
12.3000	-2.50000E-4
12.4000	-2.50000E-4
12.5000	-2.50000E-4
12.6000	-2.50000E-4
12.7000	-3.12500E-4
12.8000	-3.12500E-4
12.9000	-3.12500E-4
13.0000	-3.12500E-4
13.1000	-3.12500E-4
13.2000	-3.12500E-4
13.3000	-3.12500E-4
13.4000	-3.12500E-4
13.5000	-3.12500E-4
13.6000	-3.12500E-4
13.7000	-3.12500E-4
13.8000	-3.12500E-4
13.9000	-3.12500E-4
14.0000	-3.12500E-4
14.1000	-3.12500E-4
14.2000	-3.12500E-4
14.3000	-3.12500E-4
14.4000	-3.12500E-4
14.5000	-3.12500E-4
14.6000	-3.12500E-4
14.7000	-3.12500E-4
14.8000	-3.12500E-4
14.9000	-3.12500E-4
15.0000	-3.12500E-4
15.1000	-3.12500E-4
15.2000	-3.12500E-4
15.3000	-3.75000E-4
15.4000	-3.75000E-4
15.5000	-3.75000E-4
15.6000	-3.75000E-4
15.7000	-3.75000E-4
15.8000	-3.75000E-4
15.9000	-3.75000E-4
16.0000	-3.75000E-4
16.1000	-3.75000E-4
16.2000	-3.75000E-4
16.3000	-3.75000E-4
16.4000	-3.75000E-4
16.5000	-3.75000E-4
16.6000	-3.75000E-4
16.7000	-3.75000E-4
16.8000	-3.75000E-4
16.9000	-3.75000E-4
17.0000	-3.75000E-4
17.1000	-3.75000E-4
17.2000	-3.75000E-4
17.3000	-3.75000E-4
17.4000	-3.75000E-4
17.5000	-3.75000E-4
17.6000	-3.75000E-4
17.7000	-3.75000E-4
17.8000	-3.75000E-4
17.9000	-3.75000E-4
18.0000	-3.75000E-4
18.1000	-3.75000E-4
18.2000	-4.37500E-4
18.3000	-4.37500E-4
18.4000	-4.37500E-4
18.5000	-4.37500E-4
18.6000	-4.37500E-4
18.7000	-4.37500E-4
18.8000	-4.37500E-4
18.9000	-4.37500E-4
19.0000	-4.37500E-4
19.1000	-4.37500E-4
19.2000	-4.37500E-4
19.3000	-4.37500E-4
19.4000	-4.37500E-4
19.5000	-4.37500E-4
19.6000	-4.37500E-4
19.7000	-4.37500E-4
19.8000	-4.37500E-4
19.9000	-4.37500E-4
20.0000	-4.37500E-4
20.1000	-4.37500E-4
20.2000	-4.37500E-4
20.3000	-4.37500E-4
20.4000	-4.37500E-4
20.5000	-4.37500E-4
20.6000	-4.37500E-4
20.7000	-4.37500E-4
20.8000	-4.37500E-4
20.9000	-5.00000E-4
21.0000	-5.00000E-4
21.1000	-5.00000E-4
21.2000	-5.00000E-4
21.3000	-5.00000E-4
21.4000	-5.00000E-4
21.5000	-5.00000E-4
21.6000	-5.00000E-4
21.7000	-5.00000E-4
21.8000	-5.00000E-4
21.9000	-5.00000E-4
22.0000	-5.00000E-4
22.1000	-5.00000E-4
22.2000	-5.00000E-4
22.3000	-5.00000E-4
22.4000	-5.00000E-4
22.5000	-5.00000E-4
22.6000	-5.00000E-4
22.7000	-5.00000E-4
22.8000	-5.00000E-4
22.9000	-5.00000E-4
23.0000	-5.00000E-4
23.1000	-5.00000E-4
23.2000	-5.00000E-4
23.3000	-5.00000E-4
23.4000	-5.00000E-4
23.5000	-5.00000E-4
23.6000	-5.00000E-4
23.7000	-5.00000E-4
23.8000	-5.00000E-4
23.9000	-5.00000E-4
24.0000	-5.62500E-4
24.1000	-5.62500E-4
24.2000	-5.62500E-4
24.3000	-5.62500E-4
24.4000	-5.62500E-4
24.5000	-5.62500E-4
24.6000	-5.62500E-4
24.7000	-5.62500E-4
24.8000	-5.62500E-4
24.9000	-5.62500E-4
25.0000	-5.62500E-4
25.1000	-5.62500E-4
25.2000	-5.62500E-4
25.3000	-5.62500E-4
25.4000	-5.62500E-4
25.5000	-5.62500E-4
25.6000	-5.62500E-4
25.7000	-5.62500E-4
25.8000	-5.62500E-4
25.9000	-5.62500E-4
26.0000	-5.62500E-4
26.1000	-5.62500E-4
26.2000	-5.62500E-4
26.3000	-5.62500E-4
26.4000	-5.62500E-4
26.5000	-5.62500E-4
26.6000	-6.25000E-4
26.7000	-6.25000E-4
26.8000	-6.25000E-4
26.9000	-6.25000E-4
27.0000	-6.25000E-4
27.1000	-6.25000E-4
27.2000	-6.25000E-4
27.3000	-6.25000E-4
27.4000	-6.25000E-4
27.5000	-6.25000E-4
27.6000	-6.25000E-4
27.7000	-6.25000E-4
27.8000	-6.25000E-4
27.9000	-6.25000E-4
28.0000	-6.25000E-4
28.1000	-6.25000E-4
28.2000	-6.25000E-4
28.3000	-6.25000E-4
28.4000	-6.25000E-4
28.5000	-6.25000E-4
28.6000	-6.25000E-4
28.7000	-6.25000E-4
28.8000	-6.25000E-4
28.9000	-6.25000E-4
29.0000	-6.25000E-4
29.1000	-6.25000E-4
29.2000	-6.25000E-4
29.3000	-6.87500E-4
29.4000	-6.87500E-4
29.5000	-6.87500E-4
29.6000	-6.87500E-4
29.7000	-6.87500E-4
29.8000	-6.87500E-4
29.9000	-6.87500E-4
30.0000	-6.87500E-4
30.1000	-6.87500E-4
30.2000	-6.87500E-4
30.3000	-6.87500E-4
30.4000	-6.87500E-4
30.5000	-6.87500E-4
30.6000	-6.87500E-4
30.7000	-6.87500E-4
30.8000	-6.87500E-4
30.9000	-6.87500E-4
31.0000	-6.87500E-4
31.1000	-6.87500E-4
31.2000	-6.87500E-4
31.3000	-6.87500E-4
31.4000	-6.87500E-4
31.5000	-6.87500E-4
31.6000	-6.87500E-4
31.7000	-6.87500E-4
31.8000	-6.87500E-4
31.9000	-7.50000E-4
32.0000	-7.50000E-4
32.1000	-7.50000E-4
32.2000	-7.50000E-4
32.3000	-7.50000E-4
32.4000	-7.50000E-4
32.5000	-7.50000E-4
32.6000	-7.50000E-4
32.7000	-7.50000E-4
32.8000	-7.50000E-4
32.9000	-7.50000E-4
33.0000	-7.50000E-4
33.1000	-7.50000E-4
33.2000	-7.50000E-4
33.3000	-7.50000E-4
33.4000	-7.50000E-4
33.5000	-7.50000E-4
33.6000	-7.50000E-4
33.7000	-7.50000E-4
33.8000	-7.50000E-4
33.9000	-7.50000E-4
34.0000	-7.50000E-4
34.1000	-7.50000E-4
34.2000	-7.50000E-4
34.3000	-7.50000E-4
34.4000	-7.50000E-4
34.5000	-7.50000E-4
34.6000	-7.50000E-4
34.7000	-7.50000E-4
34.8000	-8.12500E-4
34.9000	-8.12500E-4
35.0000	-8.12500E-4
35.1000	-8.12500E-4
35.2000	-8.12500E-4
35.3000	-8.12500E-4
35.4000	-8.12500E-4
35.5000	-8.12500E-4
35.6000	-8.12500E-4
35.7000	-8.12500E-4
35.8000	-8.12500E-4
35.9000	-8.12500E-4
36.0000	-8.12500E-4
36.1000	-8.12500E-4
36.2000	-8.12500E-4
36.3000	-8.12500E-4
36.4000	-8.12500E-4
36.5000	-8.12500E-4
36.6000	-8.12500E-4
36.7000	-8.12500E-4
36.8000	-8.12500E-4
36.9000	-8.12500E-4
37.0000	-8.12500E-4
37.1000	-8.12500E-4
37.2000	-8.12500E-4
37.3000	-8.12500E-4
37.4000	-8.12500E-4
37.5000	-8.12500E-4
37.6000	-8.75000E-4
37.7000	-8.75000E-4
37.8000	-8.75000E-4
37.9000	-8.75000E-4
38.0000	-8.75000E-4
38.1000	-8.75000E-4
38.2000	-8.75000E-4
38.3000	-8.75000E-4
38.4000	-8.75000E-4
38.5000	-8.75000E-4
38.6000	-8.75000E-4
38.7000	-8.75000E-4
38.8000	-8.75000E-4
38.9000	-8.75000E-4
39.0000	-8.75000E-4
39.1000	-8.75000E-4
39.2000	-8.75000E-4
39.3000	-8.75000E-4
39.4000	-8.75000E-4
39.5000	-8.75000E-4
39.6000	-8.75000E-4
39.7000	-8.75000E-4
39.8000	-8.75000E-4
39.9000	-8.75000E-4
40.0000	-8.75000E-4
40.1000	-8.75000E-4
40.2000	-8.75000E-4
40.3000	-8.75000E-4
40.4000	-8.75000E-4
40.5000	-9.37500E-4
40.6000	-9.37500E-4
40.7000	-9.37500E-4
40.8000	-9.37500E-4
40.9000	-9.37500E-4
41.0000	-9.37500E-4
41.1000	-9.37500E-4
41.2000	-9.37500E-4
41.3000	-9.37500E-4
41.4000	-9.37500E-4
41.5000	-9.37500E-4
41.6000	-9.37500E-4
41.7000	-9.37500E-4
41.8000	-9.37500E-4
41.9000	-9.37500E-4
42.0000	-9.37500E-4
42.1000	-9.37500E-4
42.2000	-9.37500E-4
42.3000	-9.37500E-4
42.4000	-9.37500E-4
42.5000	-9.37500E-4
42.6000	-9.37500E-4
42.7000	-9.37500E-4
42.8000	-9.37500E-4
42.9000	-9.37500E-4
43.0000	-9.37500E-4
43.1000	-9.37500E-4
43.2000	-9.37500E-4
43.3000	-0.00100
43.4000	-0.00100
43.5000	-0.00100
43.6000	-0.00100
43.7000	-0.00100
43.8000	-0.00100
43.9000	-0.00100
44.0000	-0.00100
44.1000	-0.00100
44.2000	-0.00100
44.3000	-0.00100
44.4000	-0.00100
44.5000	-0.00100
44.6000	-0.00100
44.7000	-0.00100
44.8000	-0.00100
44.9000	-0.00100
45.0000	-0.00100
45.1000	-0.00100
45.2000	-0.00100
45.3000	-0.00100
45.4000	-0.00100
45.5000	-0.00100
45.6000	-0.00100
45.7000	-0.00100
45.8000	-0.00100
45.9000	-0.00100
46.0000	-0.00100
46.1000	-0.00100
46.2000	-0.00100
46.3000	-0.00106
46.4000	-0.00106
46.5000	-0.00106
46.6000	-0.00106
46.7000	-0.00106
46.8000	-0.00106
46.9000	-0.00106
47.0000	-0.00106
47.1000	-0.00106
47.2000	-0.00106
47.3000	-0.00106
47.4000	-0.00106
47.5000	-0.00106
47.6000	-0.00106
47.7000	-0.00106
47.8000	-0.00106
47.9000	-0.00106
48.0000	-0.00106
48.1000	-0.00106
48.2000	-0.00106
48.3000	-0.00106
48.4000	-0.00106
48.5000	-0.00106
48.6000	-0.00106
48.7000	-0.00106
48.8000	-0.00106
48.9000	-0.00106
49.0000	-0.00106
49.1000	-0.00112
49.2000	-0.00112
49.3000	-0.00112
49.4000	-0.00112
49.5000	-0.00112
49.6000	-0.00112
49.7000	-0.00112
49.8000	-0.00112
49.9000	-0.00112
50.0000	-0.00112
50.1000	-0.00112
50.2000	-0.00112
50.3000	-0.00112
50.4000	-0.00112
50.5000	-0.00112
50.6000	-0.00112
50.7000	-0.00112
50.8000	-0.00112
50.9000	-0.00112
51.0000	-0.00112
51.1000	-0.00112
51.2000	-0.00112
51.3000	-0.00112
51.4000	-0.00112
51.5000	-0.00112
51.6000	-0.00112
51.7000	-0.00112
51.8000	-0.00119
51.9000	-0.00119
52.0000	-0.00119
52.1000	-0.00119
52.2000	-0.00119
52.3000	-0.00119
52.4000	-0.00119
52.5000	-0.00119
52.6000	-0.00119
52.7000	-0.00119
52.8000	-0.00119
52.9000	-0.00119
53.0000	-0.00119
53.1000	-0.00119
53.2000	-0.00119
53.3000	-0.00119
53.4000	-0.00119
53.5000	-0.00119
53.6000	-0.00119
53.7000	-0.00119
53.8000	-0.00119
53.9000	-0.00119
54.0000	-0.00119
54.1000	-0.00119
54.2000	-0.00119
54.3000	-0.00119
54.4000	-0.00119
54.5000	-0.00119
54.6000	-0.00125
54.7000	-0.00125
54.8000	-0.00125
54.9000	-0.00125
55.0000	-0.00125
55.1000	-0.00125
55.2000	-0.00125
55.3000	-0.00125
55.4000	-0.00125
55.5000	-0.00125
55.6000	-0.00125
55.7000	-0.00125
55.8000	-0.00125
55.9000	-0.00125
56.0000	-0.00125
56.1000	-0.00125
56.2000	-0.00125
56.3000	-0.00125
56.4000	-0.00125
56.5000	-0.00125
56.6000	-0.00125
56.7000	-0.00125
56.8000	-0.00125
56.9000	-0.00125
57.0000	-0.00125
57.1000	-0.00125
57.2000	-0.00125
57.3000	-0.00125
57.4000	-0.00125
57.5000	-0.00131
57.6000	-0.00131
57.7000	-0.00131
57.8000	-0.00131
57.9000	-0.00131
58.0000	-0.00131
58.1000	-0.00131
58.2000	-0.00131
58.3000	-0.00131
58.4000	-0.00131
58.5000	-0.00131
58.6000	-0.00131
58.7000	-0.00131
58.8000	-0.00131
58.9000	-0.00131
59.0000	-0.00131
59.1000	-0.00131
59.2000	-0.00131
59.3000	-0.00131
59.4000	-0.00131
59.5000	-0.00131
59.6000	-0.00131
59.7000	-0.00131
59.8000	-0.00131
59.9000	-0.00131
60.0000	-0.00131
60.1000	-0.00131
60.2000	-0.00137
60.3000	-0.00137
60.4000	-0.00137
60.5000	-0.00137
60.6000	-0.00137
60.7000	-0.00137
60.8000	-0.00137
60.9000	-0.00137
61.0000	-0.00137
61.1000	-0.00137
61.2000	-0.00137
61.3000	-0.00137
61.4000	-0.00137
61.5000	-0.00137
61.6000	-0.00137
61.7000	-0.00137
61.8000	-0.00137
61.9000	-0.00137
62.0000	-0.00137
62.1000	-0.00137
62.2000	-0.00137
62.3000	-0.00137
62.4000	-0.00137
62.5000	-0.00137
62.6000	-0.00137
62.7000	-0.00137
62.8000	-0.00137
62.9000	-0.00137
63.0000	-0.00144
63.1000	-0.00144
63.2000	-0.00144
63.3000	-0.00144
63.4000	-0.00144
63.5000	-0.00144
63.6000	-0.00144
63.7000	-0.00144
63.8000	-0.00144
63.9000	-0.00144
64.0000	-0.00144
64.1000	-0.00144
64.2000	-0.00144
64.3000	-0.00144
64.4000	-0.00144
64.5000	-0.00144
64.6000	-0.00144
64.7000	-0.00144
64.8000	-0.00144
64.9000	-0.00144
65.0000	-0.00144
65.1000	-0.00144
65.2000	-0.00144
65.3000	-0.00144
65.4000	-0.00144
65.5000	-0.00144
65.6000	-0.00144
65.7000	-0.00144
65.8000	-0.00144
65.9000	-0.00150
66.0000	-0.00150
66.1000	-0.00150
66.2000	-0.00150
66.3000	-0.00150
66.4000	-0.00156
66.5000	-0.00156
66.6000	-0.00156
66.7000	-0.00156
66.8000	-0.00156
66.9000	-0.00156
67.0000	-0.00156
67.1000	-0.00156
67.2000	-0.00156
67.3000	-0.00156
67.4000	-0.00156
67.5000	-0.00156
67.6000	-0.00156
67.7000	-0.00156
67.8000	-0.00156
67.9000	-0.00156
68.0000	-0.00156
68.1000	-0.00156
68.2000	-0.00156
68.3000	-0.00156
68.4000	-0.00156
68.5000	-0.00156
68.6000	-0.00156
68.7000	-0.00156
68.8000	-0.00156
68.9000	-0.00156
69.0000	-0.00156
69.1000	-0.00156
69.2000	-0.00156
69.3000	-0.00156
69.4000	-0.00156
69.5000	-0.00156
69.6000	-0.00156
69.7000	-0.00156
69.8000	-0.00156
69.9000	-0.00156
70.0000	-0.00156
70.1000	-0.00156
70.2000	-0.00156
70.3000	-0.00156
70.4000	-0.00162
70.5000	-0.00162
70.6000	-0.00162
70.7000	-0.00162
70.8000	-0.00162
70.9000	-0.00162
71.0000	-0.00162
71.1000	-0.00162
71.2000	-0.00162
71.3000	-0.00162
71.4000	-0.00162
71.5000	-0.00162
71.6000	-0.00162
71.7000	-0.00162
71.8000	-0.00162
71.9000	-0.00162
72.0000	-0.00162
72.1000	-0.00162
72.2000	-0.00162
72.3000	-0.00162
72.4000	-0.00162
72.5000	-0.00162
72.6000	-0.00162
72.7000	-0.00162
72.8000	-0.00162
72.9000	-0.00162
73.0000	-0.00169
73.1000	-0.00169
73.2000	-0.00169
73.3000	-0.00169
73.4000	-0.00169
73.5000	-0.00169
73.6000	-0.00169
73.7000	-0.00169
73.8000	-0.00169
73.9000	-0.00169
74.0000	-0.00169
74.1000	-0.00169
74.2000	-0.00169
74.3000	-0.00169
74.4000	-0.00169
74.5000	-0.00169
74.6000	-0.00169
74.7000	-0.00169
74.8000	-0.00169
74.9000	-0.00169
75.0000	-0.00169
75.1000	-0.00169
75.2000	-0.00169
75.3000	-0.00169
75.4000	-0.00169
75.5000	-0.00169
75.6000	-0.00169
75.7000	-0.00169
75.8000	-0.00169
75.9000	-0.00169
76.0000	-0.00169
76.1000	-0.00175
76.2000	-0.00175
76.3000	-0.00175
76.4000	-0.00175
76.5000	-0.00175
76.6000	-0.00175
76.7000	-0.00175
76.8000	-0.00175
76.9000	-0.00175
77.0000	-0.00175
77.1000	-0.00175
77.2000	-0.00175
77.3000	-0.00175
77.4000	-0.00175
77.5000	-0.00175
77.6000	-0.00175
77.7000	-0.00175
77.8000	-0.00175
77.9000	-0.00175
78.0000	-0.00175
78.1000	-0.00175
78.2000	-0.00175
78.3000	-0.00175
78.4000	-0.00175
78.5000	-0.00175
78.6000	-0.00175
78.7000	-0.00175
78.8000	-0.00175
78.9000	-0.00175
79.0000	-0.00181
79.1000	-0.00181
79.2000	-0.00181
79.3000	-0.00181
79.4000	-0.00181
79.5000	-0.00181
79.6000	-0.00181
79.7000	-0.00181
79.8000	-0.00181
79.9000	-0.00181
80.0000	-0.00181
80.1000	-0.00181
80.2000	-0.00181
80.3000	-0.00181
80.4000	-0.00181
80.5000	-0.00181
80.6000	-0.00181
80.7000	-0.00181
80.8000	-0.00181
80.9000	-0.00181
81.0000	-0.00181
81.1000	-0.00181
81.2000	-0.00181
81.3000	-0.00181
81.4000	-0.00181
81.5000	-0.00181
81.6000	-0.00187
81.7000	-0.00187
81.8000	-0.00187
81.9000	-0.00187
82.0000	-0.00187
82.1000	-0.00187
82.2000	-0.00187
82.3000	-0.00187
82.4000	-0.00187
82.5000	-0.00187
82.6000	-0.00187
82.7000	-0.00187
82.8000	-0.00187
82.9000	-0.00187
83.0000	-0.00187
83.1000	-0.00187
83.2000	-0.00187
83.3000	-0.00187
83.4000	-0.00187
83.5000	-0.00187
83.6000	-0.00187
83.7000	-0.00187
83.8000	-0.00187
83.9000	-0.00187
84.0000	-0.00187
84.1000	-0.00187
84.2000	-0.00187
84.3000	-0.00187
84.4000	-0.00194
84.5000	-0.00194
84.6000	-0.00194
84.7000	-0.00194
84.8000	-0.00194
84.9000	-0.00194
85.0000	-0.00194
85.1000	-0.00194
85.2000	-0.00194
85.3000	-0.00194
85.4000	-0.00194
85.5000	-0.00194
85.6000	-0.00194
85.7000	-0.00194
85.8000	-0.00194
85.9000	-0.00194
86.0000	-0.00194
86.1000	-0.00194
86.2000	-0.00194
86.3000	-0.00194
86.4000	-0.00194
86.5000	-0.00194
86.6000	-0.00194
86.7000	-0.00194
86.8000	-0.00194
86.9000	-0.00194
87.0000	-0.00194
87.1000	-0.00200
87.2000	-0.00200
87.3000	-0.00200
87.4000	-0.00200
87.5000	-0.00200
87.6000	-0.00200
87.7000	-0.00200
87.8000	-0.00200
87.9000	-0.00200
88.0000	-0.00200
88.1000	-0.00200
88.2000	-0.00200
88.3000	-0.00200
88.4000	-0.00200
88.5000	-0.00200
88.6000	-0.00200
88.7000	-0.00200
88.8000	-0.00200
88.9000	-0.00200
89.0000	-0.00200
89.1000	-0.00200
89.2000	-0.00200
89.3000	-0.00200
89.4000	-0.00200
89.5000	-0.00200
89.6000	-0.00200
89.7000	-0.00200
89.8000	-0.00200
89.9000	-0.00206
90.0000	-0.00206
90.1000	-0.00206
90.2000	-0.00206
90.3000	-0.00206
90.4000	-0.00206
90.5000	-0.00206
90.6000	-0.00206
90.7000	-0.00206
90.8000	-0.00206
90.9000	-0.00206
91.0000	-0.00206
91.1000	-0.00206
91.2000	-0.00206
91.3000	-0.00206
91.4000	-0.00206
91.5000	-0.00206
91.6000	-0.00206
91.7000	-0.00206
91.8000	-0.00206
91.9000	-0.00206
92.0000	-0.00206
92.1000	-0.00206
92.2000	-0.00206
92.3000	-0.00206
92.4000	-0.00206
92.5000	-0.00206
92.6000	-0.00212
92.7000	-0.00212
92.8000	-0.00212
92.9000	-0.00212
93.0000	-0.00212
93.1000	-0.00212
93.2000	-0.00212
93.3000	-0.00212
93.4000	-0.00212
93.5000	-0.00212
93.6000	-0.00212
93.7000	-0.00212
93.8000	-0.00212
93.9000	-0.00212
94.0000	-0.00212
94.1000	-0.00212
94.2000	-0.00212
94.3000	-0.00212
94.4000	-0.00212
94.5000	-0.00212
94.6000	-0.00212
94.7000	-0.00212
94.8000	-0.00212
94.9000	-0.00212
95.0000	-0.00212
95.1000	-0.00212
95.2000	-0.00212
95.3000	-0.00212
95.4000	-0.00219
95.5000	-0.00219
95.6000	-0.00219
95.7000	-0.00219
95.8000	-0.00219
95.9000	-0.00219
96.0000	-0.00219
96.1000	-0.00219
96.2000	-0.00219
96.3000	-0.00219
96.4000	-0.00219
96.5000	-0.00219
96.6000	-0.00219
96.7000	-0.00219
96.8000	-0.00219
96.9000	-0.00219
97.0000	-0.00219
97.1000	-0.00219
97.2000	-0.00219
97.3000	-0.00219
97.4000	-0.00219
97.5000	-0.00219
97.6000	-0.00219
97.7000	-0.00219
97.8000	-0.00219
97.9000	-0.00219
98.0000	-0.00219
98.1000	-0.00219
98.2000	-0.00225
98.3000	-0.00225
98.4000	-0.00225
98.5000	-0.00225
98.6000	-0.00225
98.7000	-0.00225
98.8000	-0.00225
98.9000	-0.00225
99.0000	-0.00225
99.1000	-0.00225
99.2000	-0.00225
99.3000	-0.00225
99.4000	-0.00225
99.5000	-0.00225
99.6000	-0.00225
99.7000	-0.00225
99.8000	-0.00225
99.9000	-0.00225
100.0000	-0.00225
100.1000	-0.00225
100.2000	-0.00225
100.3000	-0.00225
100.4000	-0.00225
100.5000	-0.00225
100.6000	-0.00225
100.7000	-0.00225
100.8000	-0.00225
100.9000	-0.00225
101.0000	-0.00225
101.1000	-0.00231
101.2000	-0.00231
101.3000	-0.00231
101.4000	-0.00231
101.5000	-0.00231
101.6000	-0.00231
101.7000	-0.00231
101.8000	-0.00231
101.9000	-0.00231
102.0000	-0.00231
102.1000	-0.00231
102.2000	-0.00231
102.3000	-0.00231
102.4000	-0.00231
102.5000	-0.00231
102.6000	-0.00231
102.7000	-0.00231
102.8000	-0.00231
102.9000	-0.00231
103.0000	-0.00231
103.1000	-0.00231
103.2000	-0.00231
103.3000	-0.00231
103.4000	-0.00231
103.5000	-0.00231
103.6000	-0.00231
103.7000	-0.00231
103.8000	-0.00237
103.9000	-0.00237
104.0000	-0.00237
104.1000	-0.00237
104.2000	-0.00237
104.3000	-0.00237
104.4000	-0.00237
104.5000	-0.00237
104.6000	-0.00237
104.7000	-0.00237
104.8000	-0.00237
104.9000	-0.00237
105.0000	-0.00237
105.1000	-0.00237
105.2000	-0.00237
105.3000	-0.00237
105.4000	-0.00237
105.5000	-0.00237
105.6000	-0.00237
105.7000	-0.00237
105.8000	-0.00237
105.9000	-0.00237
106.0000	-0.00237
106.1000	-0.00237
106.2000	-0.00237
106.3000	-0.00237
106.4000	-0.00237
106.5000	-0.00237
106.6000	-0.00244
106.7000	-0.00244
106.8000	-0.00244
106.9000	-0.00244
107.0000	-0.00244
107.1000	-0.00244
107.2000	-0.00244
107.3000	-0.00244
107.4000	-0.00244
107.5000	-0.00244
107.6000	-0.00244
107.7000	-0.00244
107.8000	-0.00244
107.9000	-0.00244
108.0000	-0.00244
108.1000	-0.00244
108.2000	-0.00244
108.3000	-0.00244
108.4000	-0.00244
108.5000	-0.00244
108.6000	-0.00244
108.7000	-0.00244
108.8000	-0.00244
108.9000	-0.00244
109.0000	-0.00244
109.1000	-0.00244
109.2000	-0.00250
109.3000	-0.00250
109.4000	-0.00250
109.5000	-0.00250
109.6000	-0.00250
109.7000	-0.00250
109.8000	-0.00250
109.9000	-0.00250
110.0000	-0.00250
110.1000	-0.00250
110.2000	-0.00250
110.3000	-0.00250
110.4000	-0.00250
110.5000	-0.00250
110.6000	-0.00250
110.7000	-0.00250
110.8000	-0.00250
110.9000	-0.00250
111.0000	-0.00250
111.1000	-0.00250
111.2000	-0.00250
111.3000	-0.00250
111.4000	-0.00250
111.5000	-0.00250
111.6000	-0.00250
111.7000	-0.00250
111.8000	-0.00250
111.9000	-0.00250
112.0000	-0.00250
112.1000	-0.00256
112.2000	-0.00256
112.3000	-0.00256
112.4000	-0.00256
112.5000	-0.00256
112.6000	-0.00256
112.7000	-0.00256
112.8000	-0.00256
112.9000	-0.00256
113.0000	-0.00256
113.1000	-0.00256
113.2000	-0.00256
113.3000	-0.00256
113.4000	-0.00256
113.5000	-0.00256
113.6000	-0.00256
113.7000	-0.00256
113.8000	-0.00256
113.9000	-0.00256
114.0000	-0.00256
114.1000	-0.00256
114.2000	-0.00256
114.3000	-0.00256
114.4000	-0.00256
114.5000	-0.00256
114.6000	-0.00256
114.7000	-0.00256
114.8000	-0.00256
114.9000	-0.00262
115.0000	-0.00262
115.1000	-0.00262
115.2000	-0.00262
115.3000	-0.00262
115.4000	-0.00262
115.5000	-0.00262
115.6000	-0.00262
115.7000	-0.00262
115.8000	-0.00262
115.9000	-0.00262
